building_id,damage_grade,damage_grade_n
264905,2,1
440522,3,2
867136,2,1
482429,3,2
722869,3,2
237469,2,1
893281,2,1
465776,2,1
530059,2,1
211980,2,1
417907,2,1
969232,2,1
132528,3,2
209564,3,2
684365,2,1
510241,1,0
604464,2,1
326340,2,1
737457,3,2
59933,3,2
645295,2,1
1048487,2,1
127705,2,1
966611,3,2
217275,2,1
413935,1,0
376489,3,2
553645,2,1
407686,2,1
26793,2,1
178274,2,1
882147,3,2
798003,2,1
368568,2,1
817299,3,2
67196,2,1
260326,2,1
678500,3,2
64276,1,0
90012,3,2
65620,2,1
941155,3,2
79480,1,0
244408,2,1
372714,1,0
525768,2,1
137058,2,1
448494,3,2
172159,3,2
249954,2,1
941523,3,2
216263,3,2
38811,2,1
300613,1,0
690379,3,2
446748,2,1
331185,2,1
361773,2,1
465337,2,1
827535,3,2
276921,2,1
900300,2,1
144150,3,2
1001081,3,2
611304,2,1
452845,2,1
565256,2,1
896808,3,2
152641,2,1
758349,2,1
331809,1,0
591514,2,1
419604,3,2
467383,3,2
388389,3,2
201742,3,2
202358,2,1
370707,3,2
533321,2,1
369537,3,2
666986,2,1
435813,2,1
806914,3,2
445726,2,1
1003206,2,1
218437,3,2
482395,2,1
938672,3,2
632378,2,1
158560,3,2
42919,3,2
115282,2,1
398668,2,1
575152,2,1
505572,3,2
59997,3,2
3615,2,1
144590,2,1
1043511,3,2
121736,2,1
34001,2,1
39776,2,1
566051,2,1
978384,3,2
130054,3,2
480793,1,0
785465,2,1
408787,3,2
560561,1,0
396524,3,2
1021713,3,2
751080,2,1
952870,2,1
537005,2,1
711015,2,1
1024113,2,1
610988,3,2
748420,3,2
260055,2,1
973822,3,2
391086,3,2
500507,3,2
686494,3,2
1034262,2,1
255985,2,1
676911,2,1
706588,3,2
480673,2,1
667084,2,1
888934,2,1
829018,3,2
581467,3,2
733517,2,1
573382,3,2
838755,2,1
947197,2,1
118153,1,0
909790,3,2
990486,3,2
809336,3,2
1032376,2,1
52636,2,1
602260,3,2
400358,2,1
155120,3,2
284321,1,0
597404,3,2
807352,3,2
176377,1,0
869622,3,2
316994,3,2
41527,2,1
59018,3,2
356602,3,2
1008976,3,2
895748,3,2
743372,2,1
172943,2,1
333947,1,0
1012452,3,2
84013,2,1
160428,3,2
421563,2,1
826942,2,1
112198,2,1
1034175,3,2
216006,2,1
215713,3,2
508080,2,1
399611,2,1
733146,2,1
604307,2,1
477971,3,2
559620,2,1
873090,3,2
616465,3,2
735722,2,1
650801,3,2
252557,1,0
795842,2,1
382792,2,1
334469,2,1
203604,1,0
755344,2,1
894170,2,1
337826,2,1
191917,2,1
828708,2,1
48072,3,2
782720,2,1
552085,2,1
1006948,2,1
39417,2,1
34184,2,1
495839,2,1
929833,2,1
450806,2,1
233425,2,1
982214,1,0
111513,3,2
657682,2,1
744711,2,1
72335,2,1
704574,3,2
995657,2,1
542143,2,1
630286,3,2
12543,3,2
821261,2,1
551621,2,1
982020,3,2
945515,2,1
123552,2,1
220686,3,2
802865,3,2
893813,1,0
209410,3,2
759539,1,0
954087,2,1
571818,3,2
724738,2,1
178783,2,1
598308,2,1
395679,3,2
74741,3,2
910229,2,1
652191,2,1
373418,2,1
538805,1,0
1006493,3,2
799941,2,1
238315,1,0
12017,2,1
360724,3,2
394212,2,1
293298,2,1
64242,2,1
267108,3,2
1038808,2,1
663167,1,0
759012,2,1
999467,1,0
261244,2,1
118185,3,2
127570,1,0
448767,2,1
283191,2,1
940542,3,2
558607,2,1
215798,3,2
969926,3,2
809644,3,2
186059,1,0
660030,3,2
370377,2,1
206552,3,2
494949,3,2
609957,2,1
272263,2,1
67643,2,1
684576,2,1
1036458,2,1
473181,2,1
437334,2,1
1026444,1,0
562608,1,0
1006541,2,1
34143,2,1
352471,3,2
277616,3,2
292992,3,2
52291,2,1
351672,3,2
113685,2,1
933067,3,2
37811,3,2
514964,2,1
433578,3,2
642485,2,1
654674,1,0
759949,1,0
737260,3,2
507074,2,1
130168,2,1
681554,2,1
388879,2,1
536756,2,1
561129,2,1
513341,3,2
931092,3,2
995861,3,2
545455,2,1
760261,2,1
944015,3,2
844738,2,1
933919,2,1
824797,2,1
519739,1,0
410542,2,1
437407,3,2
1041923,3,2
945468,2,1
864782,3,2
920655,2,1
984110,2,1
288427,2,1
913148,2,1
187688,2,1
950929,2,1
185297,1,0
964695,3,2
716843,3,2
629835,2,1
46957,2,1
446750,2,1
281588,2,1
517839,2,1
759542,2,1
926439,2,1
623743,2,1
283846,2,1
709343,1,0
479853,2,1
480704,2,1
606124,2,1
433335,3,2
548865,1,0
328316,2,1
823825,2,1
539975,3,2
387777,3,2
517439,1,0
701705,2,1
614645,2,1
6141,2,1
917165,3,2
224043,3,2
1031163,2,1
998952,2,1
774855,2,1
409589,2,1
852111,2,1
568471,2,1
967729,2,1
765876,1,0
645167,2,1
808891,3,2
923431,2,1
398499,3,2
612447,2,1
515831,1,0
348667,3,2
939728,2,1
288020,2,1
1021173,2,1
217818,2,1
332850,3,2
952715,3,2
934324,1,0
480558,2,1
193016,2,1
772315,2,1
445872,2,1
721808,3,2
207076,2,1
186603,2,1
108152,3,2
185771,2,1
611531,3,2
10278,2,1
630890,3,2
323861,2,1
660825,2,1
387021,2,1
542449,2,1
379142,2,1
393518,2,1
417462,2,1
272486,2,1
506689,2,1
15626,2,1
551194,3,2
513928,1,0
931633,2,1
339163,2,1
957523,2,1
801097,2,1
64453,3,2
350614,2,1
348728,2,1
371308,3,2
450035,2,1
220746,3,2
507315,2,1
246105,2,1
399119,2,1
238255,2,1
179803,2,1
173480,1,0
602729,2,1
294594,3,2
902590,2,1
926150,1,0
561875,2,1
843632,2,1
492594,2,1
50604,3,2
671538,2,1
648943,1,0
288901,2,1
455543,2,1
565983,2,1
740453,1,0
354961,2,1
775183,3,2
584901,2,1
251797,2,1
550727,3,2
305518,2,1
967458,2,1
362919,3,2
199715,2,1
323024,3,2
850708,3,2
1040448,2,1
506023,2,1
784426,3,2
163205,2,1
374156,2,1
350537,2,1
187814,3,2
851957,2,1
776085,2,1
236037,3,2
2176,3,2
246796,2,1
90439,2,1
984981,2,1
912001,2,1
691668,2,1
199209,1,0
264288,3,2
519544,2,1
614136,3,2
1041709,3,2
652498,3,2
510194,2,1
891787,2,1
497300,3,2
596509,3,2
662241,2,1
819325,2,1
155244,2,1
638654,2,1
152279,3,2
544791,2,1
1049458,3,2
566453,3,2
120125,2,1
762795,2,1
594869,2,1
817716,2,1
113064,3,2
93638,2,1
461471,2,1
633000,3,2
491370,2,1
178912,2,1
915621,2,1
833569,1,0
41142,2,1
734171,2,1
876538,2,1
498223,1,0
282495,2,1
106942,2,1
236886,2,1
197464,3,2
431748,2,1
583914,1,0
314592,2,1
872071,2,1
310742,2,1
327866,2,1
940313,1,0
1029403,2,1
291731,2,1
295231,2,1
681376,3,2
624742,3,2
851540,2,1
604034,3,2
198506,2,1
367029,2,1
341368,1,0
96675,2,1
2855,3,2
329581,2,1
771395,3,2
25141,3,2
1002313,2,1
302042,1,0
1032143,1,0
136803,2,1
770477,2,1
360050,3,2
731964,1,0
889749,2,1
109411,3,2
951973,3,2
162205,2,1
1029526,1,0
370471,3,2
89709,3,2
280861,2,1
132569,2,1
691113,2,1
132951,3,2
1047603,2,1
288251,2,1
325188,2,1
102028,3,2
977980,3,2
31611,2,1
653757,2,1
203440,2,1
392022,2,1
222319,2,1
579025,2,1
409888,2,1
811339,3,2
525439,1,0
508388,2,1
573988,3,2
971216,3,2
536346,2,1
553613,2,1
295141,2,1
47936,2,1
609508,3,2
93428,2,1
670440,3,2
134146,2,1
883941,2,1
246028,2,1
989076,2,1
473361,3,2
906269,3,2
455322,2,1
233554,2,1
711858,2,1
164682,3,2
327344,1,0
167003,3,2
757628,2,1
307173,2,1
234978,2,1
193738,1,0
24009,2,1
673466,2,1
893749,3,2
298771,2,1
1042519,1,0
741628,2,1
623669,2,1
297379,3,2
883008,3,2
1022855,1,0
612436,2,1
287417,1,0
512357,1,0
822410,3,2
790068,2,1
445317,3,2
415021,3,2
1047587,2,1
206610,2,1
116805,3,2
966403,3,2
18799,2,1
789055,2,1
759570,2,1
323169,3,2
1009420,3,2
153406,2,1
80370,3,2
286420,2,1
89072,3,2
768185,2,1
640590,1,0
615925,2,1
771789,2,1
341699,2,1
894123,2,1
463321,2,1
892762,2,1
919669,2,1
945218,2,1
1033873,1,0
66097,2,1
714795,2,1
249252,3,2
854080,2,1
1025151,1,0
336921,2,1
958982,3,2
598320,3,2
814708,3,2
680620,1,0
19376,3,2
1007873,2,1
681439,2,1
509159,2,1
966897,2,1
749740,2,1
199657,3,2
200915,3,2
771025,3,2
1040832,2,1
244602,2,1
5175,3,2
129319,2,1
1048864,1,0
693619,1,0
92159,2,1
449206,3,2
637643,3,2
1035787,2,1
112406,2,1
74278,2,1
845235,2,1
64886,1,0
158565,2,1
943067,2,1
408933,2,1
572715,2,1
959101,3,2
751094,2,1
834522,3,2
204547,3,2
923562,2,1
974013,3,2
1009153,2,1
1005214,2,1
260713,2,1
127137,1,0
856993,2,1
425110,3,2
511239,1,0
997035,2,1
498611,2,1
588541,2,1
966147,2,1
877311,3,2
416869,3,2
775527,1,0
11449,3,2
119287,2,1
132806,2,1
413027,2,1
653883,3,2
580748,3,2
599676,2,1
434798,2,1
8321,2,1
535214,2,1
165472,3,2
875238,2,1
739986,2,1
600413,2,1
862435,2,1
626496,2,1
918175,3,2
619963,3,2
971668,2,1
778795,3,2
814209,2,1
318205,2,1
222224,3,2
449023,2,1
38305,2,1
261843,3,2
463945,3,2
895729,2,1
450463,2,1
12776,2,1
1001164,3,2
46441,2,1
938526,2,1
305407,3,2
268500,2,1
486080,2,1
1026371,2,1
686169,2,1
757719,2,1
566985,2,1
48255,1,0
602201,2,1
873875,3,2
717122,3,2
573262,2,1
826087,2,1
605026,1,0
920042,3,2
1031511,3,2
113755,2,1
131985,3,2
966257,3,2
1029807,2,1
199829,3,2
909690,2,1
215974,2,1
536672,3,2
694109,2,1
43912,2,1
800683,1,0
465789,2,1
265825,3,2
795337,3,2
158905,2,1
900053,3,2
550533,1,0
916705,3,2
33638,3,2
805728,2,1
548190,2,1
948008,2,1
39021,2,1
260976,2,1
857639,2,1
923712,2,1
758539,2,1
602660,2,1
1039247,2,1
820840,3,2
863671,2,1
600748,2,1
424966,3,2
148559,3,2
530690,2,1
291318,3,2
54151,2,1
307449,3,2
3188,3,2
929970,2,1
668210,3,2
705140,3,2
487954,3,2
40860,3,2
457588,2,1
606616,1,0
911083,2,1
653291,2,1
590825,2,1
539428,2,1
343630,2,1
575165,1,0
511446,3,2
31925,2,1
643566,2,1
82884,3,2
984654,2,1
978496,2,1
2017,2,1
952611,2,1
934704,2,1
686365,3,2
729970,2,1
695725,2,1
754896,3,2
774906,3,2
12923,2,1
722612,3,2
11759,2,1
846789,3,2
667431,3,2
776226,2,1
702321,2,1
23421,3,2
520194,3,2
688846,2,1
534090,3,2
390618,3,2
5415,2,1
591430,2,1
376560,2,1
181472,1,0
155269,2,1
728426,2,1
426280,3,2
34333,1,0
493897,3,2
277736,2,1
562804,2,1
314059,2,1
920838,2,1
868092,2,1
191909,2,1
476673,2,1
353254,2,1
873214,2,1
689819,3,2
765770,3,2
780425,2,1
716564,3,2
642716,3,2
183501,2,1
913110,3,2
286996,2,1
503133,3,2
893662,2,1
343965,1,0
1042774,2,1
653861,3,2
720007,3,2
216152,1,0
854574,2,1
642945,2,1
924983,3,2
439872,2,1
889101,2,1
931492,2,1
1013900,2,1
201305,2,1
196774,2,1
736344,2,1
596567,2,1
799222,2,1
127105,3,2
434361,2,1
639349,3,2
918988,2,1
1020632,2,1
15304,2,1
738537,2,1
460820,1,0
851409,3,2
439544,2,1
846592,3,2
834746,2,1
200117,3,2
939549,2,1
219471,2,1
778471,1,0
172634,2,1
142310,2,1
265821,3,2
436798,2,1
652929,2,1
1011256,2,1
206861,2,1
443656,3,2
647391,2,1
738363,2,1
139462,3,2
774900,2,1
176604,2,1
804710,2,1
990914,3,2
394626,2,1
457589,3,2
664490,2,1
776142,2,1
126500,3,2
315990,2,1
708767,3,2
158274,3,2
509169,2,1
426329,2,1
94879,2,1
1027959,2,1
260465,3,2
192584,2,1
785630,2,1
101160,2,1
1017449,3,2
3918,2,1
246269,3,2
158038,2,1
326558,3,2
96706,2,1
542216,2,1
823566,3,2
319781,2,1
657008,1,0
959419,3,2
119894,3,2
294228,3,2
408820,3,2
583231,1,0
744585,1,0
243415,2,1
127363,2,1
1030411,2,1
411346,1,0
54749,1,0
1013768,2,1
119636,3,2
747588,2,1
830836,3,2
854224,3,2
978263,3,2
875880,3,2
62215,2,1
962980,1,0
956875,2,1
992695,1,0
586734,2,1
666419,3,2
375589,2,1
954063,3,2
760443,2,1
774497,3,2
37384,3,2
293682,3,2
72417,2,1
926915,2,1
206676,3,2
590489,2,1
591053,3,2
668345,2,1
949529,2,1
1045506,3,2
743050,3,2
569368,2,1
425352,2,1
135702,1,0
489620,2,1
421899,2,1
794693,2,1
596487,2,1
59281,2,1
826077,2,1
853529,3,2
879351,1,0
611794,2,1
468824,2,1
710878,2,1
704234,3,2
432873,2,1
639323,2,1
864289,1,0
876796,2,1
462807,2,1
988930,2,1
146284,2,1
881287,2,1
833155,3,2
545171,2,1
399835,2,1
247347,3,2
533497,1,0
408532,2,1
157193,3,2
795058,2,1
483955,2,1
389233,2,1
997664,3,2
792090,2,1
217338,1,0
1050316,1,0
461667,3,2
788239,2,1
502461,3,2
624954,2,1
531947,2,1
255128,1,0
78246,2,1
667594,3,2
551149,1,0
558450,2,1
467168,3,2
735559,2,1
537813,3,2
597914,2,1
303104,3,2
386799,2,1
711285,2,1
1001996,3,2
126380,1,0
789718,2,1
839973,1,0
693676,3,2
958813,1,0
713025,2,1
170069,2,1
625794,2,1
837580,3,2
550755,1,0
853801,3,2
870598,2,1
488297,2,1
294615,3,2
411469,3,2
681501,2,1
950649,1,0
810715,3,2
729098,2,1
689384,3,2
719325,3,2
910725,2,1
1026816,2,1
387281,1,0
333610,2,1
562015,2,1
785860,3,2
17370,3,2
614644,3,2
834511,2,1
245044,3,2
101385,2,1
1007474,1,0
10820,2,1
414283,2,1
66556,2,1
458104,3,2
164903,2,1
110806,3,2
308527,2,1
306065,2,1
807146,3,2
971677,2,1
330912,3,2
275698,3,2
673340,2,1
506772,2,1
311691,3,2
940070,3,2
504951,1,0
74869,3,2
213255,1,0
344947,1,0
191729,3,2
950689,3,2
875363,2,1
191809,2,1
595730,2,1
937538,2,1
417813,2,1
415734,2,1
637850,1,0
629049,2,1
322375,2,1
135385,2,1
10959,1,0
343456,2,1
140906,3,2
552043,2,1
821283,2,1
409461,3,2
661222,2,1
433094,2,1
39272,2,1
419027,2,1
466180,3,2
734042,3,2
399321,2,1
825135,1,0
579526,2,1
243472,3,2
547466,2,1
841135,3,2
759214,1,0
898997,2,1
405942,2,1
202275,3,2
688090,2,1
189821,2,1
473924,1,0
323177,2,1
650483,2,1
779676,2,1
931090,2,1
839856,2,1
216301,2,1
775502,3,2
96191,2,1
690531,2,1
218084,2,1
688358,2,1
491332,3,2
764768,1,0
695738,2,1
184681,1,0
1019801,2,1
202836,1,0
787786,2,1
325880,2,1
269069,3,2
275463,3,2
838948,3,2
704956,2,1
524074,2,1
350673,3,2
681461,1,0
854672,2,1
912027,3,2
427357,2,1
465917,2,1
902206,2,1
327264,2,1
36333,2,1
93774,3,2
678406,2,1
490357,2,1
33431,2,1
666402,3,2
843596,3,2
747522,3,2
696567,3,2
374492,3,2
959577,3,2
781759,2,1
434968,2,1
509210,2,1
1007435,2,1
380819,2,1
949172,3,2
89138,3,2
1009807,3,2
873548,2,1
156713,2,1
84243,2,1
8256,3,2
909882,3,2
989673,3,2
570162,2,1
920008,2,1
293921,3,2
60823,3,2
81819,2,1
792384,2,1
160789,2,1
1042091,3,2
252622,3,2
522542,3,2
452896,3,2
57890,2,1
114310,2,1
283643,2,1
473020,3,2
629051,2,1
521381,2,1
210013,2,1
621699,3,2
420981,2,1
369341,2,1
352287,2,1
787861,3,2
419051,3,2
418936,2,1
636853,3,2
937823,2,1
354722,2,1
324958,2,1
325761,3,2
742108,2,1
389010,2,1
69610,2,1
239120,2,1
289321,2,1
947697,3,2
1037167,2,1
149745,2,1
196650,2,1
138267,2,1
927111,2,1
1044558,1,0
810622,2,1
13353,2,1
899950,2,1
505918,2,1
109693,3,2
442314,2,1
319758,2,1
262105,3,2
267220,2,1
257838,3,2
185294,3,2
8105,3,2
1015625,2,1
211863,3,2
694329,2,1
878417,2,1
275368,2,1
487152,3,2
378639,3,2
231643,1,0
636370,2,1
1011902,3,2
709931,2,1
1037974,3,2
202732,2,1
690424,3,2
358053,1,0
454748,2,1
835039,2,1
605090,2,1
968318,3,2
827338,3,2
492433,2,1
316121,3,2
720158,2,1
43462,2,1
208258,2,1
400897,2,1
440348,2,1
502027,3,2
470195,2,1
694254,2,1
438613,3,2
214388,3,2
214034,3,2
243905,1,0
391693,2,1
1003358,3,2
658845,2,1
851317,2,1
633754,2,1
19142,3,2
313564,2,1
790752,2,1
98471,3,2
891149,2,1
1016532,2,1
508170,2,1
396940,2,1
434149,2,1
679168,2,1
712607,3,2
819173,1,0
382237,3,2
30367,2,1
861505,2,1
821926,3,2
43441,2,1
11988,1,0
169352,2,1
8463,2,1
364551,3,2
703668,3,2
1033913,3,2
1013813,3,2
768095,3,2
418073,2,1
484259,3,2
218632,2,1
433576,3,2
840003,2,1
200232,3,2
893387,2,1
159147,2,1
769818,2,1
266165,3,2
1018994,2,1
1016610,1,0
868617,3,2
932019,2,1
1052141,1,0
536309,3,2
475025,2,1
255638,2,1
57036,3,2
834447,1,0
210434,3,2
126083,2,1
764562,2,1
411915,3,2
132509,2,1
665480,3,2
52064,2,1
524018,2,1
200129,2,1
897122,2,1
472138,3,2
822663,2,1
246341,3,2
787987,2,1
77726,2,1
120639,1,0
772494,3,2
187957,2,1
678361,2,1
313930,2,1
172298,2,1
624888,3,2
490829,1,0
734436,1,0
1003898,3,2
264323,3,2
920679,2,1
262755,1,0
164509,1,0
985977,1,0
730389,2,1
620539,2,1
62701,2,1
566871,2,1
829258,2,1
707192,3,2
75219,3,2
459466,3,2
437332,2,1
713605,2,1
446086,3,2
305436,2,1
160109,2,1
1713,2,1
1002451,1,0
866548,2,1
738660,2,1
527569,2,1
447034,3,2
513030,2,1
904775,2,1
1002798,3,2
96820,2,1
951925,2,1
530598,2,1
337859,2,1
617889,2,1
693378,3,2
864572,3,2
934141,2,1
670043,2,1
955860,3,2
804842,2,1
1028102,3,2
797071,2,1
854700,3,2
33010,2,1
253214,3,2
42994,3,2
657429,2,1
1027545,2,1
883995,3,2
42979,2,1
129525,3,2
49868,2,1
146030,3,2
853105,3,2
135708,3,2
365777,2,1
528008,2,1
915670,2,1
237554,3,2
64880,2,1
707648,2,1
206770,2,1
496650,2,1
890743,3,2
950026,3,2
529884,3,2
267358,3,2
448933,3,2
653266,3,2
502222,3,2
597997,2,1
310350,2,1
364942,3,2
140773,3,2
640324,2,1
111255,2,1
326359,2,1
264366,3,2
179871,2,1
830103,2,1
414778,2,1
332186,2,1
500223,2,1
218177,3,2
914213,1,0
456554,3,2
266053,1,0
110516,3,2
592403,2,1
965200,3,2
923108,2,1
85483,2,1
117761,3,2
914544,3,2
468735,1,0
162172,3,2
664165,3,2
506757,3,2
839928,2,1
162519,2,1
372339,2,1
712555,2,1
670771,3,2
645363,3,2
465154,2,1
228480,2,1
415813,2,1
584903,3,2
928170,2,1
273105,2,1
234608,3,2
940587,1,0
720176,2,1
314275,2,1
528615,2,1
797204,2,1
79255,1,0
797393,1,0
301594,3,2
259591,2,1
286588,2,1
167483,2,1
911328,3,2
965553,2,1
1010847,3,2
394389,2,1
931987,2,1
563390,2,1
458205,3,2
581737,2,1
393516,2,1
872180,2,1
109960,3,2
379979,3,2
651173,2,1
893347,2,1
934202,2,1
1005522,3,2
122077,2,1
560944,2,1
804094,2,1
333079,3,2
46924,3,2
613425,3,2
647586,2,1
117403,2,1
570447,3,2
531637,2,1
1012500,2,1
119566,2,1
317575,2,1
363073,1,0
90750,2,1
305010,2,1
52166,2,1
180637,2,1
29012,3,2
545791,1,0
1047927,3,2
356628,3,2
785827,2,1
493519,2,1
67690,2,1
24134,3,2
19574,3,2
576483,1,0
173723,2,1
677105,3,2
320605,2,1
884255,3,2
1002033,2,1
486441,1,0
549376,1,0
100629,2,1
105865,2,1
1040620,2,1
915680,2,1
751487,1,0
299288,2,1
616676,2,1
542261,2,1
549304,3,2
911903,2,1
80873,2,1
1014818,3,2
289947,2,1
3313,2,1
450959,2,1
912257,3,2
102553,3,2
799593,3,2
6282,1,0
38342,2,1
303024,2,1
1013015,3,2
258339,2,1
666914,3,2
756970,2,1
742106,2,1
403307,1,0
910594,2,1
1029943,1,0
142424,2,1
1015188,2,1
146194,1,0
361836,2,1
119221,2,1
296864,2,1
731161,2,1
668708,2,1
967933,2,1
766180,3,2
372388,3,2
38883,3,2
572370,3,2
579405,2,1
929300,2,1
581343,2,1
487587,2,1
467376,3,2
442110,3,2
248250,2,1
10758,3,2
998480,3,2
306905,2,1
585110,2,1
980952,3,2
935701,2,1
136804,2,1
413762,3,2
320387,2,1
95456,2,1
443502,2,1
317944,1,0
251513,3,2
531023,1,0
312442,2,1
527443,1,0
510928,3,2
609763,2,1
1015859,2,1
773489,3,2
422290,2,1
153138,2,1
368347,2,1
738539,2,1
841313,3,2
124762,3,2
559953,2,1
343939,2,1
500997,2,1
542063,2,1
345356,3,2
155810,1,0
174982,3,2
590285,2,1
351726,2,1
730782,2,1
574894,1,0
583629,3,2
117882,2,1
452325,3,2
464693,1,0
610869,3,2
677678,1,0
502671,3,2
479898,2,1
751941,2,1
91801,2,1
845718,2,1
271864,2,1
318689,3,2
763698,3,2
170718,2,1
1018428,2,1
46107,2,1
571974,2,1
831712,2,1
41383,3,2
946716,2,1
345648,2,1
723417,2,1
698964,2,1
22273,3,2
955400,3,2
653026,3,2
8503,3,2
271374,1,0
1800,2,1
540212,2,1
128817,3,2
379239,3,2
96691,2,1
541382,2,1
658164,2,1
311652,3,2
504962,1,0
60663,3,2
127721,2,1
465211,2,1
409382,1,0
47982,2,1
92192,2,1
8425,2,1
817313,3,2
665193,2,1
221353,2,1
845502,2,1
802522,3,2
651960,2,1
543826,2,1
966550,3,2
784289,1,0
793642,2,1
129174,3,2
285991,2,1
1049333,2,1
838260,2,1
192040,2,1
200276,2,1
846594,2,1
306364,3,2
766723,3,2
314684,2,1
224995,2,1
827046,2,1
841704,2,1
872056,3,2
985609,2,1
144569,2,1
612934,2,1
857006,2,1
599201,3,2
341167,1,0
777046,2,1
323288,2,1
192374,2,1
292972,2,1
26680,2,1
499126,2,1
387815,1,0
954013,2,1
749217,3,2
1013964,2,1
438910,2,1
891170,2,1
177603,2,1
763833,1,0
448713,3,2
660100,3,2
464572,2,1
911214,2,1
919250,2,1
45206,2,1
567096,1,0
57047,1,0
743163,3,2
411005,3,2
106253,2,1
814292,1,0
861953,2,1
70082,2,1
372004,2,1
503106,2,1
982936,3,2
770526,3,2
310837,1,0
681997,2,1
1012591,3,2
405459,2,1
534365,3,2
89074,1,0
112658,3,2
642791,2,1
369132,2,1
436247,2,1
687654,2,1
789732,2,1
896166,3,2
410590,3,2
730157,3,2
837500,2,1
756368,3,2
583459,2,1
669149,3,2
367436,2,1
1049293,2,1
805857,1,0
41669,3,2
172559,3,2
189619,3,2
433415,2,1
369365,3,2
35192,3,2
563549,3,2
679771,3,2
855321,3,2
302018,2,1
930542,3,2
662181,2,1
473625,3,2
659705,2,1
294587,3,2
273307,2,1
30763,2,1
359660,3,2
726020,3,2
110886,1,0
368607,1,0
964655,3,2
129522,2,1
713994,3,2
326551,2,1
207350,3,2
1048360,3,2
438494,2,1
783140,2,1
877994,2,1
492286,2,1
1004535,2,1
840470,2,1
1042772,2,1
217883,2,1
257489,1,0
488473,2,1
652426,2,1
478333,3,2
1031135,2,1
310474,3,2
196234,2,1
703650,2,1
923093,2,1
119609,2,1
236401,2,1
255342,3,2
987571,3,2
572600,2,1
285028,3,2
308318,2,1
259072,2,1
704776,2,1
699844,3,2
307567,2,1
614737,2,1
638454,2,1
714399,2,1
237845,3,2
944029,2,1
751184,3,2
937935,2,1
951708,2,1
921480,2,1
602967,3,2
869041,3,2
328542,3,2
600873,3,2
734684,2,1
548326,1,0
720317,2,1
637865,1,0
193220,2,1
723161,2,1
426196,2,1
145034,3,2
1001789,2,1
748976,2,1
448053,2,1
728719,3,2
740786,2,1
725218,3,2
487350,2,1
149038,3,2
702480,2,1
268046,2,1
685158,2,1
668515,2,1
252346,3,2
770944,2,1
236372,3,2
761443,2,1
1036206,1,0
523861,2,1
468927,2,1
1030829,3,2
137117,2,1
761390,1,0
906683,3,2
489880,3,2
458529,3,2
29350,2,1
774863,2,1
826139,3,2
596091,2,1
17482,2,1
124535,3,2
267761,2,1
66770,3,2
154866,2,1
220841,3,2
511996,2,1
1012347,3,2
734125,1,0
253346,2,1
669670,2,1
768994,2,1
388998,2,1
557976,2,1
25107,3,2
776838,2,1
121226,2,1
69143,2,1
630857,2,1
246373,3,2
440999,2,1
881029,2,1
60446,2,1
717355,2,1
742309,2,1
149892,1,0
1006280,2,1
983401,3,2
977111,2,1
662828,3,2
720461,2,1
662970,2,1
10591,3,2
852747,2,1
596089,3,2
960086,1,0
436158,2,1
296341,2,1
470812,2,1
478994,2,1
570421,1,0
887986,2,1
967555,2,1
801801,2,1
767613,3,2
976786,2,1
983280,3,2
330714,2,1
217161,2,1
387290,1,0
578562,3,2
817881,2,1
694370,2,1
888234,2,1
742983,3,2
510398,2,1
192736,3,2
59782,3,2
660472,2,1
969072,1,0
163781,2,1
622699,2,1
197079,3,2
776994,2,1
895659,2,1
812060,1,0
272122,3,2
755600,2,1
751834,3,2
48317,1,0
608089,2,1
982596,3,2
886194,2,1
172195,2,1
155771,3,2
68925,1,0
234558,2,1
655563,2,1
716397,3,2
1002320,3,2
1017949,3,2
211130,2,1
16255,3,2
575344,1,0
311514,3,2
793253,3,2
557172,2,1
662239,2,1
620233,2,1
622835,3,2
814068,3,2
203741,2,1
391839,1,0
686002,3,2
521891,3,2
244303,2,1
37175,2,1
809767,2,1
284308,3,2
993842,2,1
705376,3,2
99324,2,1
115378,1,0
788286,1,0
515301,2,1
1052238,3,2
461171,2,1
823329,2,1
856050,3,2
608438,2,1
854150,3,2
313183,3,2
824774,2,1
568995,2,1
522077,2,1
78897,2,1
982904,2,1
1035299,2,1
818909,2,1
995009,1,0
838376,2,1
942604,3,2
920958,2,1
408818,2,1
758636,2,1
461371,2,1
583721,3,2
498341,3,2
94599,3,2
775613,3,2
209895,1,0
557733,2,1
316163,3,2
1002083,3,2
570950,2,1
328070,2,1
413194,2,1
1009772,1,0
41157,2,1
744809,2,1
623214,2,1
230275,3,2
49762,2,1
353520,3,2
250452,2,1
476087,3,2
942878,3,2
145162,3,2
248153,2,1
74669,1,0
368970,1,0
700950,2,1
617535,2,1
890430,1,0
1047558,2,1
624314,1,0
402854,2,1
895852,3,2
352727,1,0
136982,2,1
773636,2,1
162501,2,1
372218,3,2
908617,2,1
103701,2,1
952976,2,1
82327,1,0
895425,2,1
763208,2,1
932362,2,1
26825,2,1
929681,3,2
459387,2,1
541142,3,2
488526,2,1
828885,2,1
860081,3,2
85288,1,0
773542,2,1
293425,3,2
742442,3,2
337127,2,1
181634,2,1
1028254,2,1
151431,3,2
1047366,2,1
520654,3,2
266879,3,2
880681,2,1
662163,3,2
734622,1,0
397245,1,0
1009859,3,2
111167,3,2
688168,3,2
372401,3,2
626719,2,1
984588,3,2
441561,3,2
93491,2,1
569819,2,1
